id	direct	signal	qAnswered	totalCorrect	percCorrect	dowork	doromantic	doacademic	dodrugs	trustswork	trustsromantic	trustsacademic	trustsdrugs	trustgwork	trustgromantic	trustgacademic	trustgdrugs	likework	likeromantic	likeacademic	likedrugs	compq1work	compq1romantic	compq1academic	compq1drugs	sumdo	sumtrusts	sumtrustg	sumlike	sumtotal	age	gender	edu	income	generaltrust	previousexperience
342	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	28	1	6	2	3	1
343	0	0	4	4	1	2	3	4	3	3	1	2	2	3	2	1	2	3	3	2	2	2	2	2	2	5	2	2	2.5	2.875	39	2	4	6	3	3
344	0	0	4	4	1	3	2	2	2	5	5	5	5	5	5	5	5	5	4	4	5	2	2	2	2	5.75	5	5	4.5	5.0625	27	1	5	2	6	2
345	1	1	4	4	1	4	2	2	2	4	5	5	5	3	5	5	4	5	5	5	5	1	1	1	1	5.5	4.75	4.25	5	4.875	21	1	4	2	5	1
346	1	0	4	4	1	3	4	4	2	5	4	5	6	5	5	4	4	4	5	4	4	2	2	2	2	4.75	5	4.5	4.25	4.625	24	2	5	3	5	2
347	0	0	4	4	1	5	3	4	5	3	5	5	6	2	5	6	5	5	3	5	6	2	2	2	2	3.75	4.75	4.5	4.75	4.4375	21	2	2	3	5	1
348	0	1	4	4	1	4	3	3	5	4	4	5	5	3	6	4	4	2	4	4	3	1	1	1	1	4.25	4.5	4.25	3.25	4.0625	18	1	2	2	5	2
349	0	0	4	4	1	3	4	5	3	5	4	3	5	5	4	3	5	5	4	5	5	2	2	2	2	4.25	4.25	4.25	4.75	4.375	65	2	6	9	7	1
350	1	1	4	4	1	3	3	5	3	5	6	5	5	4	6	4	5	6	5	6	6	1	1	1	1	4.5	5.25	4.75	5.75	5.0625	40	2	4	1	5	1
351	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	35	1	5	6	2	2
352	1	1	4	4	1	5	4	3	5	6	5	4	4	4	5	4	3	4	5	4	4	1	1	1	1	3.75	4.75	4	4.25	4.1875	33	1	4	6	6	4
353	0	0	4	4	1	4	4	6	4	4	2	4	4	2	2	4	4	3	2	4	4	2	2	2	2	3.5	3.5	3	3.25	3.3125	39	2	4	2	1	1
354	1	1	4	4	1	6	2	3	4	5	5	4	3	3	4	5	5	4	3	5	4	1	1	1	1	4.25	4.25	4.25	4	4.1875	19	1	4	4	4	3
355	1	1	4	4	1	4	2	4	2	2	6	5	6	3	4	4	4	3	6	5	4	1	1	1	1	5	4.75	3.75	4.5	4.5	32	2	6	7	3	1
356	0	1	4	4	1	3	2	3	1	6	4	5	6	5	5	5	5	5	4	5	5	1	1	1	1	5.75	5.25	5	4.75	5.1875	36	2	4	6	5	3
357	1	0	4	4	1	2	4	1	2	5	4	6	5	5	4	6	5	5	4	7	5	2	2	2	2	5.75	5	5	5.25	5.25	33	2	5	6	5	1
358	0	1	4	4	1	1	2	1	1	6	5	6	6	6	6	6	6	6	6	6	6	1	1	1	1	6.75	5.75	6	6	6.125	43	1	5	6	5	2
359	1	1	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	4	4	4	4	4	23	1	5	4	4	2
360	1	0	4	4	1	5	5	4	4	5	6	4	4	5	6	4	4	5	5	4	4	2	2	2	2	3.5	4.75	4.75	4.5	4.375	23	2	5	4	5	2
361	0	1	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	5	4	1	1	1	1	4	4	4	4.25	4.0625	30	1	6	8	6	2
362	0	1	4	4	1	1	3	2	1	7	6	7	7	6	7	6	6	7	7	6	6	1	1	1	1	6.25	6.75	6.25	6.5	6.4375	21	1	4	2	6	1
363	1	1	4	4	1	3	2	2	2	4	3	5	4	4	4	4	4	4	4	4	4	1	1	1	1	5.75	4	4	4	4.4375	21	2	4	2	5	3
364	1	1	4	4	1	1	3	1	4	5	1	5	4	5	4	5	4	4	4	5	6	1	1	1	1	5.75	3.75	4.5	4.75	4.6875	33	2	5	6	5	1
365	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	24	2	5	5	4	1
366	0	0	4	4	1	4	5	4	4	4	4	4	4	4	4	4	4	4	5	4	5	2	2	2	2	3.75	4	4	4.5	4.0625	31	1	4	6	5	1
367	0	1	4	4	1	3	3	3	3	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	5	5	5	5	5	25	1	5	7	5	1
368	0	0	4	4	1	4	3	3	3	3	3	3	4	3	3	3	3	4	3	3	4	2	2	2	2	4.75	3.25	3	3.5	3.625	35	1	5	7	2	1
369	0	1	4	4	1	3	3	2	2	5	5	4	5	5	5	5	5	5	5	4	4	1	1	1	1	5.5	4.75	5	4.5	4.9375	53	2	4	5	5	1
370	1	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	50	1	3	8	5	2
371	1	1	4	4	1	2	2	3	2	5	5	4	5	4	5	5	5	3	4	4	5	1	1	1	1	5.75	4.75	4.75	4	4.8125	20	2	4	2	5	1
372	0	1	4	4	1	5	1	4	1	4	5	4	4	4	5	4	4	4	5	5	4	1	1	1	1	5.25	4.25	4.25	4.5	4.5625	25	1	5	7	4	3
373	0	0	4	4	1	5	5	4	5	4	4	4	5	5	5	4	4	4	4	4	5	2	2	2	2	3.25	4.25	4.5	4.25	4.0625	30	2	4	2	5	2
374	1	1	4	4	1	3	4	4	4	5	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	4.25	4.25	4	4	4.125	27	2	5	8	4	1
375	0	0	4	4	1	4	1	4	4	4	5	4	4	4	5	4	4	4	5	4	4	2	2	2	2	4.75	4.25	4.25	4.25	4.375	25	2	4	5	6	1
376	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	24	1	5	4	5	2
377	1	1	4	4	1	2	2	3	2	6	6	5	5	5	5	4	4	5	5	4	4	1	1	1	1	5.75	5.5	4.5	4.5	5.0625	27	1	5	5	3	1
378	0	0	4	4	1	4	1	1	1	4	4	4	3	2	1	4	1	4	4	4	4	2	2	2	2	6.25	3.75	2	4	4	33	1	5	6	3	1
379	0	1	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	4	4	4	4	4	31	1	5	6	4	2
380	1	0	4	4	1	1	2	2	4	6	5	5	4	6	5	5	4	6	4	5	4	2	2	2	2	5.75	5	5	4.75	5.125	21	1	4	3	6	1
381	1	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	38	1	5	6	6	2
382	1	0	4	4	1	5	5	5	5	4	3	3	3	3	3	3	3	4	4	4	4	2	2	2	2	3	3.25	3	4	3.3125	46	1	6	6	5	2
383	0	1	4	4	1	1	2	1	1	7	5	7	7	6	5	6	6	6	7	7	6	1	1	1	1	6.75	6.5	5.75	6.5	6.375	31	2	4	5	6	1
384	1	0	4	4	1	2	2	2	1	5	5	5	7	4	5	5	6	5	4	4	6	2	2	2	2	6.25	5.5	5	4.75	5.375	28	1	5	5	5	1
385	1	0	4	4	1	4	3	5	5	4	5	4	4	3	4	5	5	4	5	5	4	2	2	2	2	3.75	4.25	4.25	4.5	4.1875	31	1	2	5	5	2
386	0	1	4	3	0.75	3	3	3	2	2	5	1	5	1	4	5	2	4	1	5	3	2	1	1	1	5.25	3.25	3	3.25	3.6875	23	2	5	3	2	2
387	1	0	4	4	1	4	3	4	5	4	4	3	4	4	4	4	4	4	4	4	4	2	2	2	2	4	3.75	4	4	3.9375	29	1	5	6	3	2
388	0	1	4	4	1	2	3	2	2	4	4	5	4	4	4	4	4	4	4	4	4	1	1	1	1	5.75	4.25	4	4	4.5	0.37	1	5	1	3	3
389	1	0	4	4	1	4	4	4	4	2	2	2	2	2	2	2	2	4	4	4	4	2	2	2	2	4	2	2	4	3	21	2	4	1	4	2
390	0	1	4	4	1	2	2	3	2	5	5	5	7	5	5	6	6	4	5	5	6	1	1	1	1	5.75	5.5	5.5	5	5.4375	38	1	4	10	5	1
391	0	0	4	4	1	3	4	3	5	4	4	5	5	4	4	3	5	4	4	5	5	2	2	2	2	4.25	4.5	4	4.5	4.3125	20	1	2	2	5	1
392	0	1	4	4	1	4	3	5	3	3	5	3	4	3	5	4	3	4	5	4	4	1	1	1	1	4.25	3.75	3.75	4.25	4	56	1	4	7	5	1
393	0	1	4	4	1	2	1	1	1	5	6	5	6	5	5	5	5	6	5	5	6	1	1	1	1	6.75	5.5	5	5.5	5.6875	23	2	5	9	4	1
394	0	1	4	4	1	3	3	4	5	4	5	4	5	4	5	5	5	5	5	4	4	1	1	1	1	4.25	4.5	4.75	4.5	4.5	27	2	5	5	5	1
395	0	0	4	4	1	2	4	3	1	5	5	4	5	4	3	5	1	4	5	3	4	2	2	2	2	5.5	4.75	3.25	4	4.375	27	1	5	9	5	1
396	0	1	4	4	1	2	1	1	1	5	6	7	7	5	5	6	6	5	5	6	5	1	1	1	1	6.75	6.25	5.5	5.25	5.9375	31	2	5	6	5	1
397	0	1	4	4	1	3	3	2	2	5	5	6	4	5	5	5	5	5	5	5	5	1	1	1	1	5.5	5	5	5	5.125	24	2	4	5	5	1
398	0	0	4	4	1	4	5	4	5	5	4	3	4	5	4	4	5	4	4	4	4	2	2	2	2	3.5	4	4.5	4	4	30	1	5	6	5	2
399	1	1	4	4	1	3	3	4	3	4	4	4	3	4	4	4	3	3	3	4	4	1	1	1	1	4.75	3.75	3.75	3.5	3.9375	29	1	3	1	3	3
400	0	0	4	4	1	4	4	4	4	4	4	4	6	4	4	4	4	4	4	4	4	2	2	2	2	4	4.5	4	4	4.125	25	2	5	5	4	3
401	1	0	4	4	1	4	4	3	3	4	4	5	5	4	4	5	5	4	4	5	5	2	2	2	2	4.5	4.5	4.5	4.5	4.5	29	2	3	6	5	2
402	0	0	4	4	1	4	2	5	4	4	4	4	4	4	5	5	4	4	4	4	4	2	2	2	2	4.25	4	4.5	4	4.1875	27	1	2	4	6	1
403	0	1	4	4	1	2	5	2	2	5	3	5	5	7	5	6	5	3	5	6	4	1	1	1	1	5.25	4.5	5.75	4.5	5	26	1	5	8	3	1
404	0	1	4	4	1	2	5	2	2	6	6	6	6	5	6	5	5	5	7	4	6	1	1	1	1	5.25	6	5.25	5.5	5.5	30	1	4	5	4	1
405	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	39	2	4	7	4	1
406	1	0	4	4	1	2	2	2	2	5	5	5	4	6	6	5	5	5	5	5	5	2	2	2	2	6	4.75	5.5	5	5.3125	19	2	4	2	5	1
407	1	0	4	4	1	4	3	3	3	4	5	5	5	4	5	4	5	4	4	4	4	2	2	2	2	4.75	4.75	4.5	4	4.5	29	1	5	4	3	3
408	0	1	4	4	1	3	2	3	3	5	5	4	5	4	5	4	5	4	5	4	5	1	1	1	1	5.25	4.75	4.5	4.5	4.75	35	2	3	9	5	1
409	1	1	4	4	1	1	2	2	2	6	6	5	6	5	5	5	6	5	5	6	6	1	1	1	1	6.25	5.75	5.25	5.5	5.6875	42	2	5	9	6	2
410	1	1	4	4	1	4	4	3	3	4	4	4	4	4	5	4	4	4	4	4	4	1	1	1	1	4.5	4	4.25	4	4.1875	22	1	4	1	2	1
411	0	0	4	4	1	3	7	2	3	4	1	2	2	4	2	1	3	3	4	1	3	2	2	2	2	4.25	2.25	2.5	2.75	2.9375	28	1	4	3	5	1
412	1	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	20	1	2	1	5	1
413	0	1	4	4	1	3	2	4	4	4	5	2	3	4	5	2	3	4	5	2	3	1	1	1	1	4.75	3.5	3.5	3.5	3.8125	28	1	5	7	5	1
414	1	0	4	4	1	4	4	3	3	4	3	4	4	3	4	4	4	4	4	4	4	2	2	2	2	4.5	3.75	3.75	4	4	30	1	5	5	4	4
415	0	0	4	4	1	4	4	1	4	4	3	4	4	4	3	5	4	4	4	5	4	2	2	2	2	4.75	3.75	4	4.25	4.1875	21	1	5	4	2	2
416	0	0	4	4	1	4	2	5	5	4	4	4	3	4	5	2	3	4	5	4	5	2	2	2	2	4	3.75	3.5	4.5	3.9375	19	1	2	2	5	1
417	1	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	27	1	2	5	4	1
418	0	1	4	4	1	3	3	4	3	5	5	5	5	5	5	5	5	4	4	4	4	1	1	1	1	4.75	5	5	4	4.6875	34	2	2	5	5	3
419	0	0	4	4	1	2	2	2	2	5	4	5	5	5	5	5	5	5	4	5	5	2	2	2	2	6	4.75	5	4.75	5.125	31	2	5	1	5	1
420	1	1	4	4	1	2	3	4	3	4	5	5	4	4	5	4	4	4	5	4	3	1	1	1	1	5	4.5	4.25	4	4.4375	22	1	4	5	7	3
421	0	1	4	4	1	2	6	1	1	6	5	6	6	5	5	6	5	5	6	6	5	1	1	1	1	5.5	5.75	5.25	5.5	5.5	25	2	4	5	4	1
422	1	1	4	4	1	4	3	3	3	3	3	3	3	4	3	3	3	2	3	3	3	1	1	1	1	4.75	3	3.25	2.75	3.4375	18	2	2	4	3	2
423	1	1	4	4	1	1	1	1	1	7	7	7	7	7	7	7	7	7	7	7	7	1	1	1	1	7	7	7	7	7	22	2	2	4	7	1
424	0	1	4	4	1	3	4	3	3	4	2	4	4	4	2	4	4	4	4	4	4	1	1	1	1	4.75	3.5	3.5	4	3.9375	34	2	2	4	4	3
425	1	0	4	4	1	4	3	5	3	4	4	3	4	5	4	4	5	4	4	4	4	2	2	2	2	4.25	3.75	4.5	4	4.125	26	1	5	6	5	1
426	0	0	4	4	1	5	4	3	4	4	2	5	4	4	2	4	4	4	2	4	4	2	2	2	2	4	3.75	3.5	3.5	3.6875	24	2	5	3	5	2
427	1	1	4	4	1	5	1	1	1	1	5	5	5	1	1	4	5	5	5	5	5	1	1	1	1	6	4	2.75	5	4.4375	19	1	2	1	4	1
428	1	1	4	4	1	2	3	1	3	5	5	6	5	5	5	5	4	4	4	4	4	1	1	1	1	5.75	5.25	4.75	4	4.9375	18	2	2	5	4	1
429	1	1	4	4	1	3	2	2	2	4	5	4	4	4	5	4	4	4	5	4	4	1	1	1	1	5.75	4.25	4.25	4.25	4.625	23	1	4	4	4	2
430	0	1	4	4	1	3	3	3	3	5	5	4	5	4	4	4	4	4	5	3	5	1	1	1	1	5	4.75	4	4.25	4.5	30	1	4	5	5	1
431	0	1	4	4	1	7	4	2	1	6	5	6	7	5	5	6	5	5	5	6	7	1	1	1	1	4.5	6	5.25	5.75	5.375	35	2	4	6	6	2
432	0	1	4	4	1	4	1	2	2	5	6	5	5	4	6	5	4	5	6	5	5	1	1	1	1	5.75	5.25	4.75	5.25	5.25	24	2	5	2	4	1
433	0	1	4	4	1	4	4	4	4	4	5	3	5	4	4	4	4	4	4	4	5	1	1	1	1	4	4.25	4	4.25	4.125	22	1	5	5	3	3
434	0	0	4	4	1	2	2	2	4	3	2	3	2	3	1	3	3	1	3	4	3	2	2	2	2	5.5	2.5	2.5	2.75	3.3125	25	1	2	2	1	2
435	0	0	4	4	1	4	4	4	4	4	4	4	4	4	5	5	5	4	5	4	4	2	2	2	2	4	4	4.75	4.25	4.25	30	1	5	6	4	1
436	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	35	2	5	3	5	1
437	0	0	4	4	1	2	5	5	3	4	3	3	4	4	3	2	4	4	3	2	4	2	2	2	2	4.25	3.5	3.25	3.25	3.5625	36	1	2	5	2	1
438	1	0	4	4	1	3	3	3	4	5	7	5	4	5	5	4	4	5	4	5	4	2	2	2	2	4.75	5.25	4.5	4.5	4.75	27	1	4	2	1	1
439	1	0	4	4	1	4	4	5	4	4	4	2	3	4	4	2	3	4	4	4	4	2	2	2	2	3.75	3.25	3.25	4	3.5625	33	1	6	7	3	3
440	1	0	4	4	1	3	4	4	4	5	4	4	4	5	4	4	4	4	4	4	3	2	2	2	2	4.25	4.25	4.25	3.75	4.125	23	1	2	6	2	1
441	1	1	4	4	1	2	2	1	2	6	5	6	5	5	5	6	5	5	6	6	4	1	1	1	1	6.25	5.5	5.25	5.25	5.5625	35	1	2	5	5	2
442	1	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	50	1	1	5	5	1
443	0	0	4	4	1	4	4	3	3	4	5	4	5	4	4	4	4	5	5	5	5	2	2	2	2	4.5	4.5	4	5	4.5	36	1	5	7	6	1
444	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	38	1	5	5	5	1
445	0	0	4	4	1	2	4	4	3	4	3	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4.75	3.75	4	4	4.125	43	2	3	9	6	1
446	0	0	4	4	1	5	5	3	2	2	4	5	4	4	3	2	5	3	4	5	4	2	2	2	2	4.25	3.75	3.5	4	3.875	31	1	6	8	1	1
447	1	0	4	4	1	3	3	3	4	5	5	5	4	5	5	5	4	5	5	5	5	2	2	2	2	4.75	4.75	4.75	5	4.8125	52	1	5	5	5	2
448	0	0	4	4	1	4	4	4	4	6	6	6	6	5	5	5	5	4	4	4	4	2	2	2	2	4	6	5	4	4.75	49	1	2	5	6	1
449	1	0	4	4	1	4	4	3	4	4	4	3	4	4	4	3	4	4	4	3	4	2	2	2	2	4.25	3.75	3.75	3.75	3.875	31	1	4	5	4	1
450	0	1	4	4	1	3	3	3	3	6	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	5	5.25	5	5	5.0625	23	2	4	6	5	1
451	0	1	4	4	1	7	7	7	1	7	7	7	7	7	7	7	7	7	7	7	7	1	1	1	1	2.5	7	7	7	5.875	32	2	6	5	6	1
452	1	1	4	4	1	4	3	3	3	4	4	4	4	5	5	5	4	4	4	4	4	1	1	1	1	4.75	4	4.75	4	4.375	20	1	4	1	4	2
453	0	0	4	4	1	5	3	3	3	4	4	5	5	4	5	5	4	3	4	5	5	2	2	2	2	4.5	4.5	4.5	4.25	4.4375	24	2	4	2	6	1
454	0	1	4	4	1	5	2	3	7	3	4	5	1	3	4	4	1	3	4	4	1	1	1	1	1	3.75	3.25	3	3	3.25	23	2	2	5	3	1
455	1	1	4	4	1	4	4	4	4	5	5	5	5	5	5	5	5	5	5	5	5	1	1	1	1	4	5	5	5	4.75	56	1	2	6	5	1
456	1	1	4	4	1	4	7	6	6	4	5	5	5	3	6	5	5	2	7	4	6	1	1	1	1	2.25	4.75	4.75	4.75	4.125	18	1	2	3	4	3
457	1	0	4	4	1	1	4	7	4	7	7	7	7	7	7	7	7	7	7	7	4	2	2	2	2	4	7	7	6.25	6.0625	27	1	5	8	5	3
458	1	1	4	4	1	2	7	3	4	6	6	5	5	5	6	5	5	5	5	5	5	1	1	1	1	4	5.5	5.25	5	4.9375	54	2	4	5	5	2
459	1	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	32	2	5	7	5	2
460	0	1	4	4	1	2	2	2	1	6	6	5	6	4	4	6	4	4	5	5	4	1	1	1	1	6.25	5.75	4.5	4.5	5.25	22	1	7	2	2	3
461	0	1	4	4	1	1	1	1	1	6	6	7	7	6	6	6	7	6	6	6	7	1	1	1	1	7	6.5	6.25	6.25	6.5	39	2	5	1	3	3
462	0	1	4	4	1	4	3	2	2	4	3	3	5	3	3	4	4	3	2	4	4	1	1	1	1	5.25	3.75	3.5	3.25	3.9375	23	1	4	1	3	2
463	1	1	4	4	1	4	5	6	4	1	1	1	5	1	1	1	1	4	5	4	5	1	1	1	1	3.25	2	1	4.5	2.6875	24	2	2	3	7	1
464	1	0	4	4	1	4	4	4	4	4	4	4	4	4	5	4	4	4	4	4	4	2	2	2	2	4	4	4.25	4	4.0625	47	2	5	7	5	2
465	1	1	4	4	1	2	2	3	3	5	6	5	5	5	5	4	4	5	5	4	4	1	1	1	1	5.5	5.25	4.5	4.5	4.9375	25	1	5	8	3	1
466	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	20	2	4	1	3	3
467	0	1	4	4	1	3	3	2	2	4	4	6	6	4	5	6	6	5	6	6	6	1	1	1	1	5.5	5	5.25	5.75	5.375	35	2	3	5	4	1
468	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	23	1	5	4	5	2
469	1	1	4	4	1	5	7	2	1	5	3	6	6	5	4	6	5	5	5	4	5	1	1	1	1	4.25	5	5	4.75	4.75	26	1	5	2	4	2
470	0	1	4	4	1	1	6	5	4	6	4	5	4	4	1	4	2	6	4	4	4	1	1	1	1	4	4.75	2.75	4.5	4	27	1	5	4	2	1
471	1	1	4	4	1	1	2	2	1	6	6	5	7	5	6	6	6	5	5	5	5	1	1	1	1	6.5	6	5.75	5	5.8125	44	1	4	5	6	1
472	1	1	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	4	4	4	4	4	26	1	5	8	3	2
473	1	0	4	4	1	3	2	5	5	4	4	3	3	4	4	4	3	4	4	4	4	2	2	2	2	4.25	3.5	3.75	4	3.875	21	1	4	3	5	2
474	0	1	4	4	1	1	3	3	3	5	5	4	4	4	4	4	4	4	4	4	4	1	1	1	1	5.5	4.5	4	4	4.5	23	1	4	1	4	3
475	1	0	4	4	1	4	4	4	4	3	3	4	5	3	3	3	3	4	4	4	4	2	2	2	2	4	3.75	3	4	3.6875	31	1	2	7	3	2
476	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	18	1	4	3	5	1
477	0	1	4	4	1	2	2	2	3	4	5	5	5	4	5	5	5	4	5	4	5	1	1	1	1	5.75	4.75	4.75	4.5	4.9375	22	1	5	2	5	2
478	1	0	4	4	1	5	5	5	4	3	3	3	4	3	3	4	3	4	3	4	3	2	2	2	2	3.25	3.25	3.25	3.5	3.3125	19	2	4	4	5	1
479	1	1	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	4	4	4	4	4	23	1	5	7	4	1
480	1	1	4	4	1	6	4	4	4	6	6	5	5	6	5	5	5	5	6	5	6	1	1	1	1	3.5	5.5	5.25	5.5	4.9375	38	1	5	8	5	1
481	1	0	4	4	1	3	5	4	5	4	5	5	4	4	4	5	5	5	4	4	5	2	2	2	2	3.75	4.5	4.5	4.5	4.3125	46	1	5	7	5	1
482	0	1	4	4	1	3	3	1	2	4	7	5	5	6	5	5	5	6	5	5	5	1	1	1	1	5.75	5.25	5.25	5.25	5.375	27	2	4	5	7	1
483	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	43	2	5	5	6	2
484	1	1	4	4	1	2	2	3	1	6	5	7	5	7	6	5	5	7	6	5	5	1	1	1	1	6	5.75	5.75	5.75	5.8125	26	1	5	4	6	1
485	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	25	2	2	1	2	3
486	0	1	4	4	1	3	3	3	2	5	5	5	6	6	5	5	5	5	5	5	5	1	1	1	1	5.25	5.25	5.25	5	5.1875	26	1	5	6	5	2
487	0	1	4	4	1	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6	1	1	1	1	7	6	6	6	6.25	27	1	5	5	6	3
488	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	45	2	4	9	3	1
489	0	1	4	4	1	4	6	3	5	3	1	3	7	3	1	3	1	2	1	1	1	1	1	1	1	3.5	3.5	2	1.25	2.5625	37	1	6	1	1	1
490	1	0	4	4	1	4	4	5	5	4	4	3	4	4	4	3	3	4	4	3	4	2	2	2	2	3.5	3.75	3.5	3.75	3.625	43	1	5	5	1	3
491	1	1	4	4	1	2	2	2	2	6	6	6	6	6	6	6	6	6	6	6	6	1	1	1	1	6	6	6	6	6	29	1	4	6	7	3
492	1	0	4	4	1	4	4	4	2	4	4	4	5	5	4	4	4	5	4	4	5	2	2	2	2	4.5	4.25	4.25	4.5	4.375	76	2	2	4	6	1
493	0	1	4	4	1	4	2	4	3	4	6	5	6	4	6	4	4	4	6	4	4	1	1	1	1	4.75	5.25	4.5	4.5	4.75	25	1	5	5	4	1
494	0	1	4	4	1	1	1	1	1	7	7	7	7	7	7	6	7	7	7	5	7	1	1	1	1	7	7	6.75	6.5	6.8125	29	2	4	6	5	4
495	0	0	4	4	1	5	3	2	3	2	6	5	4	4	5	5	5	5	5	5	5	2	2	2	2	4.75	4.25	4.75	5	4.6875	19	1	4	3	6	1
496	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	28	2	2	4	4	1
497	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	31	2	6	7	6	1
498	1	0	4	4	1	6	6	5	6	6	6	5	6	6	6	5	6	6	6	6	6	2	2	2	2	2.25	5.75	5.75	6	4.9375	48	2	2	3	6	1
499	1	1	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	4	4	4	4	4	41	1	5	4	5	1
500	1	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	59	1	5	4	4	2
501	1	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	27	1	5	6	4	1
502	0	0	4	4	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	2	2	2	2	4	4	4	4	4	35	1	4	4	5	1
503	1	0	4	4	1	3	4	4	4	3	4	4	4	3	4	4	4	3	4	4	4	2	2	2	2	4.25	3.75	3.75	3.75	3.875	29	2	4	6	3	1
504	0	0	4	4	1	4	4	4	4	4	4	4	5	4	4	4	4	4	4	4	4	2	2	2	2	4	4.25	4	4	4.0625	37	1	6	7	4	1
505	1	1	4	4	1	2	2	2	1	5	4	5	5	5	5	5	5	6	5	5	5	1	1	1	1	6.25	4.75	5	5.25	5.3125	31	1	2	5	6	3
506	1	1	4	4	1	1	4	4	4	4	4	4	4	4	4	4	4	4	4	4	4	1	1	1	1	4.75	4	4	4	4.1875	56	2	5	10	4	4
507	0	1	4	4	1	3	3	2	1	4	4	5	4	4	5	4	4	5	4	4	5	1	1	1	1	5.75	4.25	4.25	4.5	4.6875	49	2	4	4	5	2
508	1	0	4	4	1	7	4	1	4	2	4	4	4	2	4	4	4	2	4	4	4	2	2	2	2	4	3.5	3.5	3.5	3.625	35	2	2	3	4	3
509	1	1	4	4	1	3	2	3	4	5	5	4	4	5	5	4	4	4	4	4	4	1	1	1	1	5	4.5	4.5	4	4.5	63	2	2	4	5	4
510	1	1	4	4	1	6	2	3	5	6	6	5	4	6	6	5	5	5	6	5	5	1	1	1	1	4	5.25	5.5	5.25	5	32	1	5	4	5	3
511	0	1	4	4	1	3	2	2	2	5	6	6	6	5	6	5	5	5	6	5	5	1	1	1	1	5.75	5.75	5.25	5.25	5.5	44	1	6	7	5	3
512	0	0	4	4	1	3	5	5	4	5	5	5	4	4	5	5	4	4	5	5	4	2	2	2	2	3.75	4.75	4.5	4.5	4.375	27	1	5	10	4	1
